0.039242956378929654;;180.0
 0.039242956378929654;; 540.0
 0.1386856530954205;; 900.0
 0.2848560482483884;; 1260.0
 0.2848560482483884;; 1620.0
 0.4443930667909498;; 1980.0
 0.6845043388039995;; 2340.0
 0.6845043388039995;; 2700.0
 0.6845043388039995;; 3060.0
 0.9714404052509519;; 3420.0
 0.9714404052509519;; 3780.0
 1.0;; 4140.0
 1.0;; 4500.0
 1.0;; 4860.0
 1.0;; 5220.0
 1.0;; 5580.0
 1.0;; 5940.0
 1.0;; 6300.0
 1.0;; 6660.0
 1.0;; 7020.0
 1.0;; 7380.0
 1.0;; 7740.0
 1.0;; 8100.0
 1.0;; 8460.0
 1.0;; 8820.0
 1.0;; 9180.0
 1.0;; 9540.0
 1.0;; 9900.0
 1.0;; 10260.0
 1.0;; 10620.0
 1.0;; 10980.0
 1.0;; 11340.0
 1.0;; 11700.0
 1.0;; 12060.0
 1.0;; 12420.0
 1.0;; 12780.0
 1.0;; 13140.0
 1.0;; 13500.0
 1.0;; 13860.0
 1.0;; 14220.0
 1.0;; 14580.0
 1.0;; 14940.0
 1.0;; 15300.0
 1.0;; 15660.0
 1.0;; 16020.0
 1.0;; 16380.0
 1.0;; 16740.0
 1.0;; 17100.0
 1.0;; 17460.0
 1.0;; 17820.0
 1.0;; 18180.0
 1.0;; 18540.0
 1.0;; 18900.0
 1.0;; 19260.0
 1.0;; 19620.0
 1.0;; 19980.0
 1.0;; 20340.0
 1.0;; 20700.0
 1.0;; 21060.0
 1.0;; 21420.0
 1.0;; 21780.0
 1.0;; 22140.0
 1.0;; 22500.0
 1.0;; 22860.0
 1.0;; 23220.0
 1.0;; 23580.0
 1.0;; 23940.0
 1.0;; 24300.0
 1.0;; 24660.0
 1.0;; 25020.0
 1.0;; 25380.0
 1.0;; 25740.0
 1.0;; 26100.0
 1.0;; 26460.0
 1.0;; 26820.0
 1.0;; 27180.0
 1.0;; 27540.0
 1.0;; 27900.0
 1.0;; 28260.0
 1.0;; 28620.0
 1.0;; 28980.0
 1.0;; 29340.0
 1.0;; 29700.0
 1.0;; 30060.0
 1.0;; 30420.0
 1.0;; 30780.0
 1.0;; 31140.0
 1.0;; 31500.0
 1.0;; 31860.0
 1.0;; 32220.0
 1.0;; 32580.0
 1.0;; 32940.0
 1.0;; 33300.0
 1.0;; 33660.0
 1.0;; 34020.0
 1.0;; 34380.0
 1.0;; 34740.0
 1.0;; 35100.0
 1.0;; 35460.0
 1.0;; 35820.0
 1.0;; 36180.0
 1.0;; 36540.0
 1.0;; 36900.0
 1.0;; 37260.0
 1.0;; 37620.0
 1.0;; 37980.0
 1.0;; 38340.0
 1.0;; 38700.0
 1.0;; 39060.0
 1.0;; 39420.0
 1.0;; 39780.0
 1.0;; 40140.0
 1.0;; 40500.0
 1.0;; 40860.0
 1.0;; 41220.0
 1.0;; 41580.0
 1.0;; 41940.0
 1.0;; 42300.0
 1.0;; 42660.0
 1.0;; 43020.0
 1.0;; 43380.0
 1.0;; 43740.0
 1.0;; 44100.0
 1.0;; 44460.0
 1.0;; 44820.0
 1.0;; 45180.0
 1.0;; 45540.0
 1.0;; 45900.0
 1.0;; 46260.0
 1.0;; 46620.0
 1.0;; 46980.0
 1.0;; 47340.0
 1.0;; 47700.0
 1.0;; 48060.0
 1.0;; 48420.0
 1.0;; 48780.0
 1.0;; 49140.0
 1.0;; 49500.0
 1.0;; 49860.0
 1.0;; 50220.0
 1.0;; 50580.0
 1.0;; 50940.0
 1.0;; 51300.0
 1.0;; 51660.0
 1.0;; 52020.0
 1.0;; 52380.0
 1.0;; 52740.0
 1.0;; 53100.0
 1.0;; 53460.0
 1.0;; 53820.0
 1.0;; 54180.0
 1.0;; 54540.0
 1.0;; 54900.0
 1.0;; 55260.0
 1.0;; 55620.0
 1.0;; 55980.0
 1.0;; 56340.0
 1.0;; 56700.0
 1.0;; 57060.0
 1.0;; 57420.0
 1.0;; 57780.0
 1.0;; 58140.0
 1.0;; 58500.0
 1.0;; 58860.0
 1.0;; 59220.0
 1.0;; 59580.0
 1.0;; 59940.0
 1.0;; 60300.0
 1.0;; 60660.0
 1.0;; 61020.0
 1.0;; 61380.0
 1.0;; 61740.0
 1.0;; 62100.0
 1.0;; 62460.0
 1.0;; 62820.0
 1.0;; 63180.0
 1.0;; 63540.0
 1.0;; 63900.0
 1.0;; 64260.0
 1.0;; 64620.0
 1.0;; 64980.0
 1.0;; 65340.0
 1.0;; 65700.0
 1.0;; 66060.0
 1.0;; 66420.0
 1.0;; 66780.0
 1.0;; 67140.0
 1.0;; 67500.0
 1.0;; 67860.0
 1.0;; 68220.0
 1.0;; 68580.0
 1.0;; 68940.0
 1.0;; 69300.0
 1.0;; 69660.0
 1.0;; 70020.0
 1.0;; 70380.0
